Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Lesotho,Константинов Вениамин Виленович,Linfield,нападающий,6,1
Pakistan,Гордеев Ладимир Захарьевич,Everton,защитник,6,14
Djibouti,Гуляев Милован Фролович,Fenerbahçe,полузащитник,2,23
Anguilla,Горбунов Богдан Федосьевич,Sparta Prague,вратарь,9,-4
Kyrgyzstan,Потапов Устин Юльевич,Manchester United,защитник,6,25
Micronesia,Поляков Влас Владленович,Porto,защитник,4,1
Moldova,Жданов Галактион Арсенович,América de Cali,вратарь,5,-27
Palau,Костин Данила Гаврилович,MTK Budapest,вратарь,8,-27
Jordan,Медведев Захар Елисеевич,Al Ahly,полузащитник,9,16
Hungary,Нестеров Прокл Фролович,Universidad Católica,вратарь,8,-2
Marshall Islands,Дьячков Дорофей Ефимович,Köln,полузащитник,2,11
Nigeria,Князев Милен Бенедиктович,Bayern Munich,вратарь,5,-16
Greece,Гаврилов Георгий Эдуардович,Flamengo,защитник,7,5
Haiti,Лазарев Фока Дмитриевич,Arsenal,вратарь,5,-28
Swaziland,Быков Герман Валерьянович,Boca Juniors,вратарь,5,-1
New Zealand,Кудрявцев Фадей Евстигнеевич,Malmö,вратарь,6,-12
Denmark,Орлов Любосмысл Валерьевич,Grasshopper Club Zürich,вратарь,5,-4
Hungary,Анисимов Олимпий Анатольевич,Újpest,вратарь,5,-16
India,Силин Юлий Глебович,Vélez Sarsfield,защитник,6,24
Bhutan,Сергеев Гурий Гордеевич,Colo-Colo,полузащитник,5,6
Haiti,Гордеев Остап Аксёнович,Steaua Bucureşti,вратарь,7,-6
New Zealand,Савин Милан Жоресович,Corinthians,защитник,9,1
Grenada,Кондратьев Селиверст Валерьевич,Spartak Moscow,полузащитник,4,18
China,Большаков Платон Даниилович,Spartak Moscow,вратарь,1,-26
Somalia,Данилов Вадим Артемьевич,Palmeiras,нападающий,1,19
Cote D`ivoire,Бобров Никанор Ермилович,Al Ahly,защитник,8,1
Turkmenistan,Владимиров Артемий Евсеевич,Colo-Colo,нападающий,8,15
Slovakia,Брагин Наум Елисеевич,Juventus,нападающий,10,6
Libya,Карпов Светозар Адамович,Espérance,полузащитник,4,20
Kyrgyzstan,Гуляев Владислав Трофимович,Werder Bremen,нападающий,9,28
Kiribati,Щукин Евстигней Венедиктович,Fiorentina,нападающий,1,5
French Guiana,Суворов Лонгин Адамович,Chelsea,нападающий,9,28
Antigua And Barbuda,Молчанов Тимур Ефстафьевич,Anderlecht,нападающий,10,30
Algeria,Пономарев Ярослав Власович,Santos,нападающий,1,6
Yugoslavia,Беспалов Селиверст Геннадиевич,San Lorenzo,полузащитник,2,2
Guyana,Евсеев Радислав Денисович,Peñarol,вратарь,3,-3
Syrian Arab Republic,Зыков Алексей Тарасович,Espérance,вратарь,6,-22
Uruguay,Прохоров Леонид Владленович,Rapid Wien,вратарь,1,-20
Nepal,Шестаков Милан Вячеславович,Red Star Belgrade,вратарь,4,-13
San Marino,Орлов Сила Трофимович,Athletic Bilbao,вратарь,3,-3
Finland,Смирнов Ратибор Авдеевич,Borussia Mönchengladbach,защитник,2,24
Morocco,Козлов Филипп Власович,Peñarol,полузащитник,10,4
Guadeloupe,Куликов Евлампий Данилович,Paris Saint-Germain,полузащитник,8,13
Tajikistan,Федосеев Степан Филимонович,Olympique Lyonnais,защитник,8,14
Poland,Горбунов Серафим Измаилович,Olympique Lyonnais,вратарь,2,-14
France,Герасимов Сократ Игнатович,Red Star Belgrade,защитник,10,21
Gambia,Ершов Рюрик Васильевич,Aston Villa,полузащитник,10,24
Maldives,Кулаков Владимир Адамович,Dynamo Kyiv,полузащитник,6,4
Macau,Рогов Игнатий Владиленович,Spartak Moscow,вратарь,3,-13
Georgia,Воронов Ипатий Теймуразович,Independiente,полузащитник,10,8
Morocco,Орехов Тимофей Богданович,Palmeiras,вратарь,1,-6
Colombia,Маслов Федот Андреевич,Ajax,вратарь,5,-27
Jamaica,Горбачев Александр Арсеньевич,Dinamo Zagreb,вратарь,10,-1
Mali,Сергеев Викторин Антонович,Paris Saint-Germain,защитник,1,5
El Salvador,Пестов Эрнст Гурьевич,Újpest,нападающий,3,27
Comoros,Соболев Лаврентий Фомич,Sporting,вратарь,4,-13
Hungary,Журавлев Пантелеймон Изотович,Corinthians,полузащитник,9,12
Egypt,Чернов Якуб Еремеевич,Cruzeiro,вратарь,2,-15
New Zealand,Буров Никодим Анисимович,Olympiacos,нападающий,7,18
Iraq,Андреев Ладислав Ерофеевич,Cruzeiro,защитник,4,11
Vatican City State,Соболев Федор Викторович,Sparta Prague,защитник,8,30
Egypt,Осипов Венедикт Харламович,Spartak Moscow,полузащитник,6,7
Niue,Захаров Каллистрат Архипович,Arsenal,вратарь,10,-19
Bahrain,Симонов Стоян Гордеевич,Lazio,вратарь,7,-9
Netherlands Antilles,Гордеев Твердислав Федосеевич,Austria Wien,полузащитник,1,13
Norway,Мухин Геннадий Бориславович,Liverpool,вратарь,10,-22
Bosnia And Herzegowina,Наумов Митофан Тарасович,Vélez Sarsfield,полузащитник,5,18
Liechtenstein,Крюков Денис Тарасович,Atlético Mineiro,полузащитник,5,15
Bulgaria,Лихачев Ярослав Ефремович,Lazio,нападающий,8,7
Chile,Кулаков Селиверст Егорович,Nacional,вратарь,6,-21
Cape Verde,Авдеев Владимир Димитриевич,Rapid Wien,защитник,9,19
Cote D`ivoire,Ширяев Милован Георгиевич,San Lorenzo,полузащитник,10,27
Kenya,Исаков Игнатий Изотович,Santos,защитник,2,20
Paraguay,Федотов Дмитрий Игнатьевич,Sparta Prague,защитник,2,12
Laos,Шашков Нестор Афанасьевич,Fiorentina,защитник,2,8
United States,Волков Станимир Антипович,Peñarol,нападающий,5,8
Turkmenistan,Шестаков Ферапонт Феодосьевич,Monaco,вратарь,5,-5
Yugoslavia,Вишняков Руслан Яковлевич,Athletic Bilbao,полузащитник,2,12
Nepal,Мельников Сократ Иларионович,Napoli,вратарь,5,-23
Kazakhstan,Самойлов Остромир Филимонович,Roma,полузащитник,9,1
Antarctica,Ермаков Лев Геннадиевич,Celtic,вратарь,1,-16
Macedonia,Константинов Азарий Арсенович,Galatasaray,нападающий,5,12
India,Медведев Сократ Давидович,Paris Saint-Germain,защитник,4,22
Haiti,Кириллов Ратмир Валерьянович,Inter Milan,защитник,6,22
Swaziland,Лебедев Захар Федосьевич,Olimpia,полузащитник,6,15
New Zealand,Фадеев Корнил Адамович,Atlético Nacional,полузащитник,6,23
Brazil,Степанов Автоном Захарьевич,Vélez Sarsfield,нападающий,8,12
Kuwait,Миронов Евсей Исидорович,Vasco da Gama,защитник,8,20
Seychelles,Наумов Феликс Гордеевич,Partizan,вратарь,9,-11
Qatar,Лукин Макар Валерьевич,San Lorenzo,полузащитник,5,19
New Zealand,Исаев Мечислав Бориславович,Universidad Católica,вратарь,8,-29
East Timor,Семенов Мартын Даниилович,IFK Göteborg,полузащитник,10,15
Poland,Суворов Валерий Викентьевич,MTK Budapest,нападающий,10,15
Zimbabwe,Сорокин Антонин Всеволодович,Borussia Dortmund,полузащитник,7,23
