Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Egypt,Кириллов Добромысл Арсенович,Flamengo,защитник,9,11
Guam,Соловьев Еремей Адамович,Roma,полузащитник,7,29
Cyprus,Королев Епифан Андреевич,Club Brugge,полузащитник,9,10
Falkland Islands (Malvinas),Родионов Натан Матвеевич,Peñarol,полузащитник,3,25
Tajikistan,Кондратьев Архип Ефимьевич,Real Madrid,защитник,6,19
India,Емельянов Фока Теймуразович,Spartak Moscow,полузащитник,1,15
Nicaragua,Ситников Будимир Ефремович,Roma,нападающий,1,3
El Salvador,Абрамов Евлампий Данилович,Santos,защитник,2,25
San Marino,Субботин Денис Арсеньевич,PSV Eindhoven,вратарь,5,-11
Mauritania,Семенов Артем Харламович,Köln,вратарь,6,-9
Yugoslavia,Денисов Ладислав Тарасович,Everton,нападающий,5,7
Yemen,Стрелков Аггей Андреевич,Paris Saint-Germain,нападающий,6,24
Austria,Лапин Ананий Ануфриевич,Independiente,полузащитник,3,17
Nicaragua,Симонов Макар Гавриилович,MTK Budapest,вратарь,9,-8
Eritrea,Тетерин Роман Тимурович,Libertad,защитник,6,4
Antigua And Barbuda,Калинин Нифонт Ерофеевич,Atlético Mineiro,защитник,9,1
St Vincent/Grenadines,Новиков Фотий Денисович,Santos,вратарь,6,-8
Armenia,Марков Елисей Ильич,Napoli,вратарь,6,-1
Indonesia,Мамонтов Панкрат Афанасьевич,Flamengo,вратарь,8,-5
Cocos Islands,Савельев Фадей Авдеевич,IFK Göteborg,полузащитник,4,26
Chile,Рыбаков Нестор Аверьянович,Grasshopper Club Zürich,полузащитник,6,5
Venezuela,Николаев Нифонт Елисеевич,Colo-Colo,вратарь,5,-1
Canada,Стрелков Митофан Фролович,Werder Bremen,защитник,7,20
Rwanda,Новиков Вячеслав Афанасьевич,Rangers,полузащитник,7,30
Colombia,Котов Авдей Фадеевич,Club Brugge,полузащитник,7,6
Norway,Орехов Валерий Аксёнович,Rangers,защитник,5,15
Cape Verde,Селиверстов Антонин Якубович,Saint-Étienne,полузащитник,2,9
Bouvet Island,Корнилов Наркис Бенедиктович,Hamburger SV,защитник,6,29
Lebanon,Дементьев Родион Ефстафьевич,Saint-Étienne,защитник,2,6
Brazil,Ильин Леонид Анисимович,Vasco da Gama,нападающий,8,6
Ethiopia,Захаров Радован Игнатович,Club Brugge,защитник,3,16
China,Евдокимов Арсений Фадеевич,Köln,полузащитник,2,30
Equatorial Guinea,Нестеров Всемил Филимонович,Bayern Munich,защитник,8,1
Kenya,Федотов Ермолай Захарьевич,Spartak Moscow,вратарь,7,-10
Saint Kitts And Nevis,Шарапов Тимур Артурович,Torino,нападающий,5,4
Uruguay,Филатов Герман Давыдович,Universidad Católica,защитник,4,24
Cameroon,Романов Ростислав Анатольевич,Borussia Mönchengladbach,нападающий,1,27
Gibraltar,Авдеев Азарий Аверьянович,Panathinaikos,нападающий,5,2
Guyana,Тимофеев Фрол Гурьевич,Celtic,нападающий,8,14
Latvia,Пономарев Карп Борисович,PSV Eindhoven,полузащитник,10,21
Puerto Rico,Анисимов Сигизмунд Виленович,A.C. Milan,полузащитник,3,19
Mayotte,Фомин Милен Валентинович,Olympique Marseille,вратарь,7,-20
San Marino,Фадеев Венедикт Аксёнович,Dinamo Zagreb,вратарь,9,-23
Peru,Кудрявцев Гордей Адрианович,Universitario,защитник,10,14
Pitcairn,Брагин Григорий Власович,Levski Sofia,защитник,9,5
Indonesia,Денисов Ким Августович,Ferencvárosi TC,защитник,10,8
Kazakhstan,Яковлев Митофан Ефремович,Inter Milan,полузащитник,10,27
Myanmar,Быков Парамон Ермилович,San Lorenzo,вратарь,4,-6
Germany,Никитин Емельян Артемьевич,PSV Eindhoven,полузащитник,8,18
Grenada,Григорьев Никанор Марсович,Flamengo,нападающий,5,17
French Polynesia,Большаков Станимир Федотович,Atlético Madrid,вратарь,9,-25
Fiji,Мухин Богдан Яковлевич,Grêmio,защитник,10,10
Cameroon,Носков Конон Демьянович,Juventus,вратарь,10,-29
Barbados,Петухов Велимир Ефстафьевич,Olympique Marseille,полузащитник,1,8
Vanuatu,Панов Митофан Жоресович,Monaco,полузащитник,7,26
Nepal,Федосеев Максимильян Федосеевич,Borussia Dortmund,защитник,7,29
Cape Verde,Костин Ульян Ермилович,Linfield,полузащитник,7,24
Micronesia,Фролов Тит Игнатьевич,Olympique Marseille,вратарь,7,-27
Bermuda,Ермаков Лучезар Артурович,Tottenham Hotspur,вратарь,1,-23
Reunion,Юдин Федот Ильич,Flamengo,защитник,2,25
Ireland,Поляков Ладимир Филатович,Napoli,защитник,3,14
Guyana,Громов Георгий Васильевич,Slavia Prague,нападающий,9,13
Sao Tome,Евдокимов Макар Феодосьевич,Girondins de Bordeaux,полузащитник,4,9
Luxembourg,Овчинников Селиверст Авдеевич,Santos,полузащитник,4,22
Niger,Кононов Христофор Андреевич,Sporting,полузащитник,5,5
Guinea,Мельников Эммануил Евстигнеевич,Real Madrid,полузащитник,10,13
Tanzania,Кириллов Ладимир Вилорович,Partizan,защитник,3,25
Nepal,Щукин Амос Артёмович,São Paulo,нападающий,7,26
Kyrgyzstan,Беспалов Евсей Ярославович,Club Brugge,вратарь,2,-14
St. Helena,Федосеев Сидор Фокич,A.C. Milan,вратарь,10,-16
Guam,Ермаков Мечислав Владленович,Austria Wien,вратарь,7,-14
Malaysia,Волков Евлампий Власович,Club América,нападающий,3,7
Georgia,Логинов Потап Власович,Barcelona,вратарь,5,-23
United Arab Emirates,Русаков Юлиан Димитриевич,Universidad Católica,защитник,9,13
Ireland,Пономарев Гордей Ермолаевич,Olimpia,нападающий,4,28
Belarus,Фомин Станислав Антонович,Corinthians,полузащитник,2,4
Philippines,Фадеев Исай Аверьянович,MTK Budapest,полузащитник,2,25
Slovenia,Архипов Добромысл Егорович,Corinthians,полузащитник,6,4
Nauru,Носов Велимир Августович,Girondins de Bordeaux,полузащитник,4,13
India,Васильев Яков Владиславович,Inter Milan,полузащитник,8,8
Tokelau,Горшков Милан Эдгарович,Everton,полузащитник,7,8
Azerbaijan,Коновалов Иннокентий Ануфриевич,Grêmio,защитник,9,15
Armenia,Шаров Амвросий Гордеевич,Austria Wien,защитник,8,5
Central African Rep,Горбачев Матвей Адрианович,MTK Budapest,защитник,7,3
Kyrgyzstan,Шубин Валерий Харитонович,Olympique Lyonnais,вратарь,9,-27
Sri Lanka,Мартынов Никита Брониславович,Atlético Madrid,вратарь,3,-24
Sudan,Лазарев Станимир Эдгардович,Torino,нападающий,8,25
Congo,Колобов Порфирий Харламович,América de Cali,защитник,3,17
Vatican City State,Мясников Лука Ефремович,Linfield,вратарь,6,-23
Zambia,Петров Афиноген Брониславович,Borussia Mönchengladbach,вратарь,2,-15
Trinidad And Tobago,Поляков Галактион Иларионович,Galatasaray,вратарь,1,-2
Mozambique,Филатов Платон Якубович,Ajax,вратарь,4,-8
Saudi Arabia,Ильин Модест Жоресович,São Paulo,защитник,1,26
Comoros,Никонов Аристарх Герасимович,Estudiantes,вратарь,9,-4
